fecha,p (mbar),T (degC),Tdew (degC),rh (%),wd (deg)
2014-08-03 11:00:00,984.4,19.4,16.17,81.6,316.2
2014-08-03 12:00:00,985.08,18.88,16.45,85.8,234.1
2014-08-03 13:00:00,985.22,17.93,16.46,91.1,253.8
2014-08-03 14:00:00,985.49,19.33,17.75,90.6,352.3
2014-08-03 15:00:00,985.19,21.33,18.95,86.3,298.1
2014-08-03 16:00:00,985.28,21.01,19.0,88.3,246.1
2014-08-03 17:00:00,984.95,21.05,18.75,86.7,280.0
2014-08-03 18:00:00,985.07,21.97,18.97,83.1,8.77
2014-08-03 19:00:00,985.59,21.04,17.96,82.6,261.5
2014-08-03 20:00:00,985.78,19.92,17.98,88.6,242.4
2014-08-03 21:00:00,985.8,19.11,17.9,92.7,253.1
2014-08-03 22:00:00,985.76,19.02,18.0,93.8,257.1
2014-08-03 23:00:00,986.3,18.61,17.83,95.2,210.8
2014-08-04 00:00:00,986.1,18.37,17.84,96.7,208.9
2014-08-04 01:00:00,986.37,18.35,17.9,97.2,175.5
2014-08-04 02:00:00,986.54,18.24,17.76,97.0,187.9
2014-08-04 03:00:00,986.7,18.2,17.63,96.5,206.5
2014-08-04 04:00:00,987.01,18.19,17.21,94.0,223.7
2014-08-04 05:00:00,987.3,18.02,15.99,87.9,228.1
2014-08-04 06:00:00,987.72,17.93,16.07,88.9,233.8
2014-08-04 07:00:00,988.25,17.52,16.48,93.6,309.8
2014-08-04 08:00:00,988.67,17.95,17.17,95.2,198.0
2014-08-04 09:00:00,988.72,19.06,17.21,89.0,41.24
2014-08-04 10:00:00,988.76,20.75,17.45,81.4,159.6
2014-08-04 11:00:00,988.69,21.92,17.25,74.8,88.8
2014-08-04 12:00:00,989.14,19.5,17.13,86.2,248.8
2014-08-04 13:00:00,988.93,17.88,16.3,90.5,232.0
2014-08-04 14:00:00,988.72,21.04,17.71,81.3,121.8
2014-08-04 15:00:00,988.3,22.8,16.48,67.52,59.02
2014-08-04 16:00:00,988.38,23.77,16.5,63.77,147.3
2014-08-04 17:00:00,988.38,23.49,16.92,66.63,201.1
2014-08-04 18:00:00,989.2,18.24,15.82,85.8,37.07
2014-08-04 19:00:00,989.08,17.59,15.28,86.3,11.69
2014-08-04 20:00:00,989.35,17.22,15.58,90.1,128.0
2014-08-04 21:00:00,990.06,16.94,15.56,91.6,251.3
2014-08-04 22:00:00,990.87,16.72,14.4,86.2,211.7
2014-08-04 23:00:00,990.46,15.52,14.54,93.9,136.8
2014-08-05 00:00:00,990.43,15.26,14.45,94.9,224.3
2014-08-05 01:00:00,990.04,14.76,14.03,95.4,296.5
2014-08-05 02:00:00,990.43,14.46,13.81,95.9,252.1
2014-08-05 03:00:00,990.66,13.83,13.39,97.2,239.3
2014-08-05 04:00:00,990.8,13.53,13.31,98.6,158.7
2014-08-05 05:00:00,990.96,13.33,13.16,98.9,228.1
2014-08-05 06:00:00,991.1,13.46,13.35,99.3,188.7
2014-08-05 07:00:00,991.33,13.69,13.58,99.3,151.8
2014-08-05 08:00:00,991.45,14.24,14.05,98.8,138.5
2014-08-05 09:00:00,991.42,16.58,16.21,97.7,113.0
2014-08-05 10:00:00,991.46,17.57,16.02,90.6,185.9
2014-08-05 11:00:00,991.32,19.23,16.03,81.7,325.0
2014-08-05 12:00:00,991.14,20.19,16.17,77.7,263.7
2014-08-05 13:00:00,991.02,20.86,17.06,78.9,140.8
2014-08-05 14:00:00,991.04,22.03,15.32,65.72,278.9
2014-08-05 15:00:00,991.12,22.52,14.65,61.1,258.1
2014-08-05 16:00:00,991.57,19.9,15.85,77.5,24.43
2014-08-05 17:00:00,991.43,19.88,15.67,76.7,35.85
2014-08-05 18:00:00,991.71,20.1,15.45,74.6,7.43
2014-08-05 19:00:00,992.15,18.62,14.91,79.0,247.8
2014-08-05 20:00:00,992.57,17.03,13.94,82.0,246.0
2014-08-05 21:00:00,992.92,16.73,13.83,83.0,259.6
2014-08-05 22:00:00,993.04,15.92,13.81,87.3,271.2
2014-08-05 23:00:00,993.17,14.85,13.31,90.5,233.9
2014-08-06 00:00:00,993.17,14.59,13.41,92.6,253.6
2014-08-06 01:00:00,993.1,13.81,12.81,93.7,245.4
2014-08-06 02:00:00,993.02,13.18,12.35,94.7,230.7
2014-08-06 03:00:00,992.93,12.58,11.98,96.1,170.7
2014-08-06 04:00:00,993.1,12.09,11.77,97.9,193.9
2014-08-06 05:00:00,993.06,11.78,11.61,98.9,220.9
2014-08-06 06:00:00,992.97,11.89,11.77,99.2,224.0
2014-08-06 07:00:00,992.83,12.1,11.98,99.2,178.7
2014-08-06 08:00:00,992.93,13.1,12.98,99.2,174.0
2014-08-06 09:00:00,992.93,15.07,14.65,97.3,141.2
2014-08-06 10:00:00,992.61,19.19,16.06,82.1,159.6
2014-08-06 11:00:00,992.14,20.69,13.74,64.42,39.93
2014-08-06 12:00:00,991.65,21.62,13.21,58.76,31.93
2014-08-06 13:00:00,991.3,22.25,12.83,55.16,57.59
2014-08-06 14:00:00,990.8,22.79,12.51,52.27,50.7
2014-08-06 15:00:00,990.07,23.28,12.18,49.66,95.9
2014-08-06 16:00:00,989.8,23.63,11.51,46.5,193.5
2014-08-06 17:00:00,989.41,23.25,11.7,48.18,221.1
2014-08-06 18:00:00,989.07,23.35,11.63,47.69,246.4
2014-08-06 19:00:00,988.96,21.72,13.18,58.31,23.26
2014-08-06 20:00:00,989.12,19.52,14.19,71.3,22.69
2014-08-06 21:00:00,989.17,18.06,14.19,78.1,326.9
2014-08-06 22:00:00,989.38,16.81,14.0,83.5,30.65
2014-08-06 23:00:00,989.31,16.65,13.0,79.0,223.9
2014-08-07 00:00:00,989.03,15.46,13.17,86.2,206.6
2014-08-07 01:00:00,988.62,15.28,13.31,88.0,112.0
2014-08-07 02:00:00,988.23,14.51,13.19,91.8,244.2
2014-08-07 03:00:00,988.36,14.4,13.09,91.8,149.9
2014-08-07 04:00:00,988.39,14.29,13.21,93.2,241.3
2014-08-07 05:00:00,988.38,14.64,13.36,92.0,178.3
2014-08-07 06:00:00,988.0,14.76,13.59,92.7,136.6
2014-08-07 07:00:00,988.33,15.23,13.97,92.2,153.2
2014-08-07 08:00:00,988.63,16.47,14.35,87.3,142.2
2014-08-07 09:00:00,988.86,18.49,15.02,80.2,126.1
2014-08-07 10:00:00,989.03,19.58,14.84,74.1,82.8
2014-08-07 11:00:00,988.89,20.53,14.61,68.8,114.7
2014-08-07 12:00:00,988.71,21.34,12.92,58.67,221.1
2014-08-07 13:00:00,988.5,22.25,13.95,59.33,289.3
2014-08-07 14:00:00,988.58,21.14,14.07,64.02,272.7
2014-08-07 15:00:00,988.59,21.45,14.43,64.29,273.7
2014-08-07 16:00:00,988.5,21.89,14.14,61.42,241.3
2014-08-07 17:00:00,988.37,22.12,14.54,62.15,270.5
2014-08-07 18:00:00,988.42,21.5,14.77,65.52,255.2
2014-08-07 19:00:00,988.38,21.13,14.8,67.16,329.0
2014-08-07 20:00:00,988.81,19.52,14.13,71.0,275.5
2014-08-07 21:00:00,989.21,17.66,14.67,82.6,42.41
2014-08-07 22:00:00,989.73,16.93,14.47,85.4,89.9
2014-08-07 23:00:00,990.02,16.09,13.95,87.1,55.44
2014-08-08 00:00:00,990.09,15.32,13.73,90.2,214.8
2014-08-08 01:00:00,989.99,14.89,13.8,93.2,214.3
2014-08-08 02:00:00,989.92,14.18,13.16,93.6,261.4
2014-08-08 03:00:00,989.91,13.61,12.79,94.8,188.1
2014-08-08 04:00:00,989.98,12.95,12.53,97.3,229.3
2014-08-08 05:00:00,990.1,12.9,12.59,98.0,225.0
2014-08-08 06:00:00,990.21,12.72,12.52,98.7,202.3
2014-08-08 07:00:00,990.23,13.03,12.88,99.0,165.2
2014-08-08 08:00:00,990.2,14.26,13.92,97.8,163.6
2014-08-08 09:00:00,989.97,19.24,16.79,85.7,123.6
2014-08-08 10:00:00,989.5,22.6,14.5,60.22,147.6
2014-08-08 11:00:00,989.19,22.73,14.09,58.16,32.21
2014-08-08 12:00:00,988.58,24.42,13.58,50.81,207.8
2014-08-08 13:00:00,988.0,24.95,13.55,49.15,186.0
2014-08-08 14:00:00,987.14,25.97,13.18,45.15,149.3
2014-08-08 15:00:00,986.6,26.43,12.54,42.15,126.6
2014-08-08 16:00:00,986.04,26.5,12.98,43.19,96.8
2014-08-08 17:00:00,985.46,26.3,12.97,43.68,91.1
2014-08-08 18:00:00,985.18,25.94,13.42,45.96,64.72
2014-08-08 19:00:00,985.01,24.22,13.57,51.42,51.14
2014-08-08 20:00:00,985.06,23.08,13.52,54.86,10.01
2014-08-08 21:00:00,984.8,21.54,13.91,61.83,43.55
2014-08-08 22:00:00,984.56,21.02,13.48,62.06,263.8
2014-08-08 23:00:00,984.21,20.8,13.41,62.61,220.3
2014-08-09 00:00:00,983.72,18.8,13.57,71.6,204.1
2014-08-09 01:00:00,983.41,18.75,13.65,72.2,222.3
2014-08-09 02:00:00,982.89,17.18,13.63,79.6,253.0
2014-08-09 03:00:00,982.71,16.63,13.6,82.3,12.43
2014-08-09 04:00:00,982.26,17.38,13.25,76.7,221.2
2014-08-09 05:00:00,981.84,17.91,13.05,73.2,212.0
2014-08-09 06:00:00,981.65,18.03,13.25,73.6,198.3
2014-08-09 07:00:00,981.81,19.55,13.81,69.43,175.8
2014-08-09 08:00:00,981.85,22.06,14.78,63.35,167.5
2014-08-09 09:00:00,982.53,23.67,15.53,60.31,207.5
2014-08-09 10:00:00,983.36,23.84,15.15,58.27,214.9
2014-08-09 11:00:00,984.0,24.55,15.37,56.61,213.0
2014-08-09 12:00:00,983.97,24.68,14.56,53.33,210.6
2014-08-09 13:00:00,984.81,25.08,14.87,53.14,240.1
2014-08-09 14:00:00,985.34,25.04,14.83,53.13,216.3
2014-08-09 15:00:00,986.29,23.75,15.21,58.78,270.9
2014-08-09 16:00:00,986.61,24.38,14.8,55.13,274.4
2014-08-09 17:00:00,986.78,24.67,14.84,54.35,252.0
2014-08-09 18:00:00,987.29,24.45,13.97,52.03,278.8
2014-08-09 19:00:00,987.68,22.74,12.74,53.22,249.4
2014-08-09 20:00:00,988.36,21.14,12.31,57.05,325.4
2014-08-09 21:00:00,988.63,20.08,12.27,60.73,8.03
2014-08-09 22:00:00,989.14,17.9,12.85,72.3,65.26
2014-08-09 23:00:00,989.27,16.59,12.7,77.8,57.42
2014-08-10 00:00:00,988.91,15.47,12.53,82.6,309.0
2014-08-10 01:00:00,988.4,14.9,12.6,86.1,34.8
2014-08-10 02:00:00,987.93,14.28,12.22,87.4,212.9
2014-08-10 03:00:00,987.59,14.29,12.28,87.7,96.1
2014-08-10 04:00:00,987.65,13.26,11.67,90.1,191.6
2014-08-10 05:00:00,987.45,12.59,11.59,93.6,39.37
2014-08-10 06:00:00,986.89,14.72,12.3,85.4,160.6
2014-08-10 07:00:00,986.34,15.74,13.39,85.9,227.7
2014-08-10 08:00:00,985.97,16.59,13.75,83.3,227.8
2014-08-10 09:00:00,985.35,18.24,14.3,77.8,207.6
2014-08-10 10:00:00,984.69,22.21,15.56,65.99,149.6
2014-08-10 11:00:00,983.72,24.32,16.16,60.39,176.2
2014-08-10 12:00:00,983.36,24.81,15.72,57.03,208.4
2014-08-10 13:00:00,982.82,25.99,15.8,53.44,212.8
2014-08-10 14:00:00,982.27,27.25,16.33,51.31,203.9
2014-08-10 15:00:00,981.61,28.01,16.43,49.42,212.5
2014-08-10 16:00:00,981.02,27.7,16.16,49.47,195.5
2014-08-10 17:00:00,980.29,27.53,16.44,50.85,189.4
2014-08-10 18:00:00,979.62,27.3,16.12,50.49,188.4
2014-08-10 19:00:00,979.14,26.62,15.88,51.76,192.0
2014-08-10 20:00:00,979.52,25.72,15.97,54.89,183.4
2014-08-10 21:00:00,982.49,20.13,17.1,82.7,281.6
2014-08-10 22:00:00,981.54,18.1,16.68,91.4,190.2
2014-08-10 23:00:00,981.96,18.06,16.29,89.4,212.3
2014-08-11 00:00:00,981.68,18.66,16.67,88.2,214.8
2014-08-11 01:00:00,981.45,18.43,16.66,89.4,200.6
2014-08-11 02:00:00,981.97,18.5,16.76,89.6,225.8
2014-08-11 03:00:00,982.47,18.33,16.82,90.9,232.0
2014-08-11 04:00:00,983.23,18.38,16.61,89.4,251.6
2014-08-11 05:00:00,983.88,18.45,14.63,78.4,257.1
2014-08-11 06:00:00,984.52,17.23,14.41,83.5,254.8
2014-08-11 07:00:00,985.05,19.67,14.64,72.7,199.1
2014-08-11 08:00:00,985.56,17.86,12.45,70.6,253.2
2014-08-11 09:00:00,986.29,18.81,11.34,61.81,244.7
2014-08-11 10:00:00,986.41,18.73,10.08,57.12,263.4
2014-08-11 11:00:00,986.61,19.33,8.7,50.13,231.4
2014-08-11 12:00:00,986.57,20.26,8.52,46.76,210.7
2014-08-11 13:00:00,986.47,21.27,7.65,41.4,210.7
2014-08-11 14:00:00,986.54,21.43,7.5,40.58,240.0
2014-08-11 15:00:00,986.59,21.1,8.14,43.25,235.9
2014-08-11 16:00:00,986.35,21.47,8.52,43.4,269.0
2014-08-11 17:00:00,986.16,21.06,8.32,43.91,257.1
2014-08-11 18:00:00,986.19,20.77,8.54,45.37,242.8
2014-08-11 19:00:00,986.4,19.92,8.15,46.55,270.3
2014-08-11 20:00:00,986.78,18.22,8.36,52.49,247.8
2014-08-11 21:00:00,987.11,16.89,8.69,58.4,226.1
2014-08-11 22:00:00,987.27,16.41,9.44,63.34,222.3
2014-08-11 23:00:00,987.19,15.72,9.81,67.86,59.35
2014-08-12 00:00:00,987.38,14.91,8.77,66.66,234.1
2014-08-12 01:00:00,987.4,13.8,9.49,75.2,205.7
2014-08-12 02:00:00,987.28,13.09,9.0,76.2,207.7
2014-08-12 03:00:00,987.19,12.47,9.45,81.8,191.3
2014-08-12 04:00:00,987.17,12.19,9.36,82.8,190.4
2014-08-12 05:00:00,986.81,11.9,9.18,83.4,178.3
2014-08-12 06:00:00,986.75,13.42,9.8,78.7,190.2
2014-08-12 07:00:00,986.74,14.64,10.29,75.1,196.6
2014-08-12 08:00:00,986.66,16.29,10.57,68.84,204.0
2014-08-12 09:00:00,986.58,18.26,9.99,58.47,207.8
2014-08-12 10:00:00,986.84,18.74,10.08,57.09,213.5
2014-08-12 11:00:00,986.63,19.18,9.8,54.5,215.3
2014-08-12 12:00:00,986.28,20.41,9.26,48.7,221.1
2014-08-12 13:00:00,986.15,20.88,9.0,46.47,221.3
2014-08-12 14:00:00,985.92,21.37,8.71,44.22,250.6
2014-08-12 15:00:00,985.41,21.88,8.18,41.34,225.7
2014-08-12 16:00:00,984.95,21.64,7.37,39.71,218.4
2014-08-12 17:00:00,984.68,21.71,8.22,41.91,218.7
2014-08-12 18:00:00,984.44,21.91,8.2,41.33,237.4
2014-08-12 19:00:00,984.5,19.94,8.48,47.56,233.6
2014-08-12 20:00:00,984.57,18.34,8.61,53.01,237.9
2014-08-12 21:00:00,984.86,17.56,8.88,56.71,248.2
2014-08-12 22:00:00,985.16,16.48,9.64,63.93,228.4
2014-08-12 23:00:00,985.09,15.63,9.64,67.47,218.4
2014-08-13 00:00:00,985.01,14.09,9.97,76.2,210.7
2014-08-13 01:00:00,984.4,13.93,9.82,76.2,264.7
2014-08-13 02:00:00,983.96,12.99,9.52,79.4,208.4
2014-08-13 03:00:00,983.86,12.44,9.48,82.1,196.2
2014-08-13 04:00:00,983.08,12.3,9.29,81.8,205.9
2014-08-13 05:00:00,982.83,12.04,9.25,83.0,205.4
2014-08-13 06:00:00,982.6,11.93,9.34,84.1,206.9
2014-08-13 07:00:00,981.86,15.0,10.47,74.3,169.2
2014-08-13 08:00:00,981.47,15.83,10.74,71.7,179.6
2014-08-13 09:00:00,980.91,17.79,11.69,67.46,152.6
2014-08-13 10:00:00,980.49,18.77,12.38,66.39,167.0
2014-08-13 11:00:00,980.27,20.25,12.85,62.44,207.0
2014-08-13 12:00:00,979.5,20.27,12.61,61.37,109.9
2014-08-13 13:00:00,979.26,20.54,11.14,54.77,180.0
2014-08-13 14:00:00,978.36,21.06,11.06,52.78,165.2
2014-08-13 15:00:00,977.84,21.2,10.59,50.73,187.0
2014-08-13 16:00:00,977.46,20.7,10.76,52.91,167.4
2014-08-13 17:00:00,977.45,17.5,12.86,74.2,181.7
2014-08-13 18:00:00,978.28,15.8,14.06,89.4,208.3
2014-08-13 19:00:00,978.05,14.12,12.94,92.6,126.9
2014-08-13 20:00:00,978.41,13.8,12.98,94.8,221.0
2014-08-13 21:00:00,978.72,13.52,12.7,94.8,245.2
2014-08-13 22:00:00,979.05,13.33,12.42,94.2,285.5
2014-08-13 23:00:00,979.52,13.26,12.38,94.4,273.7
2014-08-14 00:00:00,980.49,13.8,12.77,93.5,257.0
2014-08-14 01:00:00,981.31,14.0,12.89,93.0,256.6
2014-08-14 02:00:00,982.09,14.05,12.69,91.5,258.0
2014-08-14 03:00:00,982.64,14.05,12.37,89.6,264.6
2014-08-14 04:00:00,983.13,14.11,12.05,87.4,279.1
2014-08-14 05:00:00,983.72,13.63,11.77,88.5,252.0
2014-08-14 06:00:00,984.1,14.38,11.61,83.4,322.6
2014-08-14 07:00:00,984.6,15.43,12.21,81.1,147.8
2014-08-14 08:00:00,984.69,16.36,12.52,78.0,185.6
2014-08-14 09:00:00,984.74,17.37,11.82,69.84,223.2
2014-08-14 10:00:00,984.89,18.15,10.65,61.54,217.4
2014-08-14 11:00:00,985.29,17.75,10.67,63.2,243.6
2014-08-14 12:00:00,984.7,19.38,10.05,54.73,208.9
2014-08-14 13:00:00,984.84,18.36,9.5,56.21,208.5
2014-08-14 14:00:00,984.24,19.26,11.03,58.89,193.3
2014-08-14 15:00:00,984.08,19.24,11.15,59.43,211.2
2014-08-14 16:00:00,984.47,17.88,10.99,64.01,220.9
2014-08-14 17:00:00,984.32,17.84,9.94,59.85,200.3
2014-08-14 18:00:00,984.34,18.21,10.92,62.43,198.9
2014-08-14 19:00:00,984.54,17.71,10.85,64.11,219.8
2014-08-14 20:00:00,985.01,15.38,10.78,74.0,212.8
2014-08-14 21:00:00,985.2,15.58,10.75,72.9,200.2
2014-08-14 22:00:00,985.19,14.9,10.97,77.3,221.0
2014-08-14 23:00:00,985.3,13.58,10.83,83.4,218.2
2014-08-15 00:00:00,985.17,13.4,11.02,85.5,217.5
2014-08-15 01:00:00,984.95,13.02,11.01,87.6,149.9
2014-08-15 02:00:00,985.12,12.76,11.03,89.2,149.5
2014-08-15 03:00:00,985.42,12.62,10.96,89.6,212.0
2014-08-15 04:00:00,985.29,12.2,10.76,90.9,209.6
2014-08-15 05:00:00,985.25,12.2,10.66,90.3,205.2
2014-08-15 06:00:00,985.44,12.61,10.85,89.0,203.7
2014-08-15 07:00:00,985.62,13.07,11.5,90.2,193.1
2014-08-15 08:00:00,985.69,14.97,11.74,81.0,162.8
2014-08-15 09:00:00,985.78,15.7,11.69,77.0,194.4
2014-08-15 10:00:00,985.87,16.3,10.74,69.61,226.9
2014-08-15 11:00:00,985.34,17.51,11.32,66.99,204.0
2014-08-15 12:00:00,984.83,18.23,11.04,62.84,181.1
2014-08-15 13:00:00,985.26,15.72,13.33,85.7,302.4
2014-08-15 14:00:00,985.28,14.35,12.7,89.8,229.9
2014-08-15 15:00:00,985.08,16.41,12.35,76.9,205.6
2014-08-15 16:00:00,984.97,16.61,11.74,72.9,212.7
2014-08-15 17:00:00,984.82,17.53,12.11,70.5,236.5
2014-08-15 18:00:00,985.19,15.47,12.86,84.4,249.3
2014-08-15 19:00:00,986.1,13.84,11.87,87.9,272.5
2014-08-15 20:00:00,986.77,13.46,11.99,90.8,185.3
2014-08-15 21:00:00,986.88,12.89,11.57,91.7,237.5
2014-08-15 22:00:00,987.18,12.98,12.09,94.3,120.1
2014-08-15 23:00:00,987.52,12.56,11.23,91.6,241.2
2014-08-16 00:00:00,987.75,12.97,11.98,93.7,118.3
2014-08-16 01:00:00,987.91,13.0,11.7,91.8,239.7
2014-08-16 02:00:00,988.03,12.81,11.36,90.9,233.9
2014-08-16 03:00:00,988.08,12.65,10.99,89.6,261.9
2014-08-16 04:00:00,988.48,12.67,11.01,89.6,256.3
2014-08-16 05:00:00,988.72,12.81,11.18,89.8,253.3
2014-08-16 06:00:00,989.18,12.95,11.18,89.0,258.9
2014-08-16 07:00:00,989.58,13.2,11.34,88.5,244.2
2014-08-16 08:00:00,990.0,14.35,11.4,82.4,256.0
2014-08-16 09:00:00,990.45,15.36,11.04,75.4,305.3
2014-08-16 10:00:00,990.67,14.62,11.18,79.8,262.3
2014-08-16 11:00:00,990.54,16.59,10.56,67.52,237.3
2014-08-16 12:00:00,990.2,17.78,10.67,63.06,282.0
2014-08-16 13:00:00,989.99,18.7,10.21,57.73,252.4
2014-08-16 14:00:00,989.71,18.18,10.38,60.33,251.0
2014-08-16 15:00:00,989.56,18.77,10.87,60.07,254.3
2014-08-16 16:00:00,990.59,13.59,10.67,82.5,252.8
2014-08-16 17:00:00,990.19,15.32,12.8,84.9,241.7
2014-08-16 18:00:00,990.16,15.38,11.92,79.8,261.4
2014-08-16 19:00:00,990.39,14.59,11.28,80.5,259.6
2014-08-16 20:00:00,990.75,14.44,10.89,79.2,252.3
2014-08-16 21:00:00,991.11,13.94,10.94,82.1,228.9
2014-08-16 22:00:00,991.2,13.15,11.52,89.8,240.3
2014-08-16 23:00:00,990.98,13.0,11.37,89.8,209.6
2014-08-17 00:00:00,990.62,13.04,11.29,89.1,209.0
2014-08-17 01:00:00,990.23,13.09,11.17,88.1,209.1
2014-08-17 02:00:00,989.97,13.2,10.74,85.0,198.2
2014-08-17 03:00:00,989.61,13.09,10.0,81.5,224.2
2014-08-17 04:00:00,989.34,12.48,9.33,81.1,200.3
2014-08-17 05:00:00,989.15,11.73,9.16,84.2,218.6
2014-08-17 06:00:00,988.92,12.12,10.08,87.3,184.0
2014-08-17 07:00:00,988.44,13.89,11.16,83.6,187.4
2014-08-17 08:00:00,987.97,15.87,11.15,73.5,200.6
2014-08-17 09:00:00,987.56,17.54,10.78,64.51,212.5
2014-08-17 10:00:00,987.13,18.0,10.99,63.53,211.2
2014-08-17 11:00:00,986.7,18.28,10.92,62.12,215.5
2014-08-17 12:00:00,986.25,18.17,10.49,60.81,214.2
2014-08-17 13:00:00,985.58,18.37,11.18,62.85,214.9
2014-08-17 14:00:00,984.79,19.49,10.72,56.85,213.1
2014-08-17 15:00:00,983.95,19.43,9.67,53.19,211.6
2014-08-17 16:00:00,983.82,19.27,11.22,59.59,252.8
2014-08-17 17:00:00,983.52,18.87,9.71,55.24,225.2
2014-08-17 18:00:00,983.29,18.11,9.89,58.62,232.5
2014-08-17 19:00:00,983.28,17.37,9.8,61.07,220.8
2014-08-17 20:00:00,983.03,16.59,9.89,64.54,199.6
2014-08-17 21:00:00,982.82,16.28,9.25,63.07,208.2
2014-08-17 22:00:00,982.47,15.39,9.3,66.99,203.3
2014-08-17 23:00:00,982.26,15.28,9.15,66.78,199.0
2014-08-18 00:00:00,981.97,14.71,9.29,69.9,205.8
2014-08-18 01:00:00,981.58,14.42,9.26,71.1,212.2
2014-08-18 02:00:00,981.15,14.36,9.29,71.5,214.0
2014-08-18 03:00:00,980.79,14.72,9.51,70.9,200.8
2014-08-18 04:00:00,980.53,15.0,9.63,70.2,208.8
2014-08-18 05:00:00,980.45,14.83,9.46,70.2,206.1
2014-08-18 06:00:00,980.29,15.04,9.21,68.06,206.6
2014-08-18 07:00:00,980.48,15.69,9.56,66.84,208.7
2014-08-18 08:00:00,980.42,15.88,9.58,66.13,219.9
2014-08-18 09:00:00,980.72,15.09,10.32,73.1,199.2
2014-08-18 10:00:00,980.64,16.07,9.39,64.49,214.6
2014-08-18 11:00:00,980.72,16.24,9.26,63.26,214.0
2014-08-18 12:00:00,980.71,15.66,9.78,67.99,209.0
2014-08-18 13:00:00,980.89,13.85,11.59,86.2,208.1
2014-08-18 14:00:00,980.4,15.45,10.21,70.9,206.2
2014-08-18 15:00:00,980.36,16.42,10.44,67.67,186.2
2014-08-18 16:00:00,981.0,17.25,9.68,61.02,241.0
2014-08-18 17:00:00,981.25,16.09,10.59,69.83,218.3
2014-08-18 18:00:00,981.42,15.7,9.45,66.31,210.2
2014-08-18 19:00:00,981.83,14.48,10.35,76.2,215.2
2014-08-18 20:00:00,982.68,13.61,9.45,75.9,221.1
2014-08-18 21:00:00,983.08,13.26,9.17,76.2,209.6
2014-08-18 22:00:00,983.4,12.68,9.35,80.1,210.0
2014-08-18 23:00:00,983.71,12.24,9.34,82.4,194.3
2014-08-19 00:00:00,984.11,11.87,9.35,84.5,205.0
2014-08-19 01:00:00,984.28,11.63,9.16,84.8,206.9
2014-08-19 02:00:00,984.4,11.07,8.74,85.5,225.4
2014-08-19 03:00:00,984.31,10.88,8.29,84.0,254.7
2014-08-19 04:00:00,984.2,9.71,8.35,91.2,197.7
2014-08-19 05:00:00,984.53,9.41,8.07,91.3,247.9
2014-08-19 06:00:00,985.04,9.92,8.41,90.3,174.5
2014-08-19 07:00:00,985.17,11.53,8.89,83.8,146.5
2014-08-19 08:00:00,985.06,14.25,9.34,72.3,206.8
2014-08-19 09:00:00,985.07,15.44,9.26,66.56,209.0
2014-08-19 10:00:00,984.8,16.6,8.96,60.6,211.5
2014-08-19 11:00:00,984.66,17.39,8.17,54.61,206.2
2014-08-19 12:00:00,984.45,17.8,7.34,50.28,210.9
2014-08-19 13:00:00,983.85,18.99,7.8,48.16,196.2
2014-08-19 14:00:00,983.47,19.2,7.34,46.07,215.7
2014-08-19 15:00:00,983.36,19.6,7.87,46.6,203.8
2014-08-19 16:00:00,983.22,19.54,8.45,48.63,204.1
2014-08-19 17:00:00,983.35,19.09,7.56,47.07,216.4
2014-08-19 18:00:00,984.44,16.33,9.23,62.78,275.4
2014-08-19 19:00:00,985.69,12.3,10.1,86.4,262.5
2014-08-19 20:00:00,986.13,11.86,10.21,89.6,216.2
2014-08-19 21:00:00,986.65,12.12,10.2,88.0,29.35
2014-08-19 22:00:00,986.9,11.73,8.64,81.3,250.0
2014-08-19 23:00:00,987.12,11.48,7.71,77.6,251.9
2014-08-20 00:00:00,987.33,11.06,7.47,78.5,249.9
2014-08-20 01:00:00,987.64,10.63,6.96,78.0,274.0
2014-08-20 02:00:00,987.78,9.79,6.73,81.2,240.3
2014-08-20 03:00:00,988.15,9.22,6.28,81.8,246.0
2014-08-20 04:00:00,988.37,8.81,5.93,82.1,246.9
2014-08-20 05:00:00,988.65,8.95,5.8,80.6,243.7
2014-08-20 06:00:00,989.01,9.6,6.4,80.4,196.0
2014-08-20 07:00:00,989.42,11.94,6.8,70.7,206.3
2014-08-20 08:00:00,989.62,13.54,7.01,64.58,227.5
2014-08-20 09:00:00,990.0,14.16,6.27,58.96,237.8
2014-08-20 10:00:00,989.88,13.92,6.35,60.21,237.3
2014-08-20 11:00:00,989.71,15.57,5.81,52.14,223.5
2014-08-20 12:00:00,989.56,16.33,6.01,50.34,256.8
2014-08-20 13:00:00,989.48,16.21,5.92,50.43,215.4
2014-08-20 14:00:00,989.34,17.29,5.0,44.15,266.0
2014-08-20 15:00:00,989.1,17.15,5.84,47.23,317.7
2014-08-20 16:00:00,988.86,17.93,5.58,44.16,282.9
2014-08-20 17:00:00,988.74,18.11,4.83,41.43,250.0
2014-08-20 18:00:00,988.57,18.05,5.43,43.39,271.2
2014-08-20 19:00:00,988.79,15.64,4.97,48.96,257.3
2014-08-20 20:00:00,989.31,14.71,4.5,50.27,246.8
2014-08-20 21:00:00,989.5,12.72,5.94,63.3,78.9
2014-08-20 22:00:00,989.61,12.2,6.6,68.57,24.78
2014-08-20 23:00:00,989.82,12.09,5.97,66.09,230.2
2014-08-21 00:00:00,989.86,10.38,6.98,79.4,235.3
2014-08-21 01:00:00,989.72,10.37,6.93,79.2,211.0
